date,close,high,low,open
01/09/17.01.2017__00:00__AM,118.99,119.43,117.94,117.95
01/10/17.01.2017__00:00__AM,119.11,119.38,118.3,118.77
01/11/17.01.2017__00:00__AM,119.75,119.93,118.6,118.74
01/12/17.01.2017__00:00__AM,119.25,119.3,118.21,118.895
01/13/17.01.2017__00:00__AM,119.04,119.62,118.81,119.11
01/17/17.01.2017__00:00__AM,120.0,120.24,118.22,118.34
01/18/17.01.2017__00:00__AM,119.99,120.5,119.71,120.0
01/19/17.01.2017__00:00__AM,119.78,120.09,119.37,119.4
01/20/17.01.2017__00:00__AM,120.0,120.45,119.7346,120.45
01/23/17.01.2017__00:00__AM,120.08,120.81,119.77,120.0
01/24/17.01.2017__00:00__AM,119.97,120.1,119.5,119.55
01/25/17.01.2017__00:00__AM,121.88,122.1,120.28,120.42
01/26/17.01.2017__00:00__AM,121.94,122.44,121.6,121.67
01/27/17.01.2017__00:00__AM,121.95,122.35,121.6,122.14
01/30/17.01.2017__00:00__AM,121.63,121.63,120.66,120.93
01/31/17.01.2017__00:00__AM,121.35,121.39,120.62,121.15
02/01/17.02.2017__00:00__AM,128.75,130.49,127.01,127.03
02/02/17.02.2017__00:00__AM,128.53,129.39,127.78,127.975
02/03/17.02.2017__00:00__AM,129.08,129.19,128.16,128.31
02/06/17.02.2017__00:00__AM,130.29,130.5,128.9,129.13
02/07/17.02.2017__00:00__AM,131.53,132.09,130.45,130.54
02/08/17.02.2017__00:00__AM,132.04,132.22,131.22,131.35
02/09/17.02.2017__00:00__AM,132.42,132.445,131.12,131.65
02/10/17.02.2017__00:00__AM,132.12,132.94,132.05,132.46
02/13/17.02.2017__00:00__AM,133.29,133.82,132.75,133.08
02/14/17.02.2017__00:00__AM,135.02,135.09,133.25,133.47
02/15/17.02.2017__00:00__AM,135.51,136.27,134.62,135.52
02/16/17.02.2017__00:00__AM,135.345,135.9,134.8398,135.67
02/17/17.02.2017__00:00__AM,135.72,135.83,135.1,135.1
02/21/17.02.2017__00:00__AM,136.7,136.75,135.98,136.23
02/22/17.02.2017__00:00__AM,137.11,137.12,136.11,136.43
02/23/17.02.2017__00:00__AM,136.53,137.48,136.3,137.38
02/24/17.02.2017__00:00__AM,136.66,136.66,135.28,135.91
02/27/17.02.2017__00:00__AM,136.93,137.435,136.28,137.14
02/28/17.02.2017__00:00__AM,136.99,137.435,136.7,137.08
03/01/17.03.2017__00:00__AM,139.79,140.15,137.595,137.89
03/02/17.03.2017__00:00__AM,138.96,140.2786,138.76,140.0
03/03/17.03.2017__00:00__AM,139.78,139.83,138.59,138.78
03/06/17.03.2017__00:00__AM,139.34,139.77,138.5959,139.365
03/07/17.03.2017__00:00__AM,139.52,139.98,138.79,139.06
03/08/17.03.2017__00:00__AM,139.0,139.8,138.82,138.95
03/09/17.03.2017__00:00__AM,138.68,138.79,137.05,138.74
03/10/17.03.2017__00:00__AM,139.14,139.3571,138.64,139.25
03/13/17.03.2017__00:00__AM,139.2,139.43,138.82,138.85
03/14/17.03.2017__00:00__AM,138.99,139.65,138.84,139.3
03/15/17.03.2017__00:00__AM,140.46,140.7501,139.025,139.41
03/16/17.03.2017__00:00__AM,140.69,141.02,140.26,140.72
03/17/17.03.2017__00:00__AM,139.99,141.0,139.89,141.0
03/20/17.03.2017__00:00__AM,141.46,141.5,140.23,140.4
03/21/17.03.2017__00:00__AM,139.84,142.8,139.73,142.11
03/22/17.03.2017__00:00__AM,141.42,141.6,139.76,139.845
03/23/17.03.2017__00:00__AM,140.92,141.5844,140.61,141.26
03/24/17.03.2017__00:00__AM,140.64,141.74,140.35,141.5
03/27/17.03.2017__00:00__AM,140.88,141.22,138.62,139.39
03/28/17.03.2017__00:00__AM,143.8,144.04,140.62,140.91
03/29/17.03.2017__00:00__AM,144.12,144.49,143.19,143.68
03/30/17.03.2017__00:00__AM,143.93,144.5,143.5,144.19
03/31/17.03.2017__00:00__AM,143.66,144.27,143.01,143.72
04/03/17.04.2017__00:00__AM,143.7,144.12,143.05,143.71
04/04/17.04.2017__00:00__AM,144.77,144.89,143.17,143.25
04/05/17.04.2017__00:00__AM,144.02,145.46,143.81,144.22
04/06/17.04.2017__00:00__AM,143.66,144.52,143.45,144.29
04/07/17.04.2017__00:00__AM,143.34,144.18,143.27,143.73
04/10/17.04.2017__00:00__AM,143.17,143.8792,142.9,143.6
04/11/17.04.2017__00:00__AM,141.63,143.35,140.06,142.94
04/12/17.04.2017__00:00__AM,141.8,142.15,141.01,141.6
04/13/17.04.2017__00:00__AM,141.05,142.38,141.05,141.91
04/17/17.04.2017__00:00__AM,141.83,141.88,140.87,141.48
04/18/17.04.2017__00:00__AM,141.2,142.04,141.11,141.41
04/19/17.04.2017__00:00__AM,140.68,142.0,140.45,141.88
04/20/17.04.2017__00:00__AM,142.44,142.92,141.16,141.22
04/21/17.04.2017__00:00__AM,142.27,142.68,141.85,142.44
04/24/17.04.2017__00:00__AM,143.64,143.95,143.18,143.5
04/25/17.04.2017__00:00__AM,144.53,144.9,143.87,143.91
04/26/17.04.2017__00:00__AM,143.68,144.6,143.3762,144.47
04/27/17.04.2017__00:00__AM,143.79,144.16,143.31,143.9225
04/28/17.04.2017__00:00__AM,143.65,144.3,143.27,144.09
05/01/17.05.2017__00:00__AM,146.58,147.2,144.96,145.1
05/02/17.05.2017__00:00__AM,147.51,148.09,146.84,147.54
05/03/17.05.2017__00:00__AM,147.06,147.49,144.27,145.59
05/04/17.05.2017__00:00__AM,146.53,147.14,145.81,146.52
05/05/17.05.2017__00:00__AM,148.96,148.98,146.76,146.76
05/08/17.05.2017__00:00__AM,153.01,153.7,149.03,149.03
05/09/17.05.2017__00:00__AM,153.99,154.88,153.45,153.87
05/10/17.05.2017__00:00__AM,153.26,153.94,152.11,153.63
05/11/17.05.2017__00:00__AM,153.95,154.07,152.31,152.45
05/12/17.05.2017__00:00__AM,156.1,156.42,154.67,154.7
05/15/17.05.2017__00:00__AM,155.7,156.65,155.05,156.01
05/16/17.05.2017__00:00__AM,155.47,156.06,154.72,155.94
05/17/17.05.2017__00:00__AM,150.25,154.57,149.71,153.6
05/18/17.05.2017__00:00__AM,152.54,153.34,151.13,151.27
05/19/17.05.2017__00:00__AM,153.06,153.98,152.63,153.38
05/22/17.05.2017__00:00__AM,153.99,154.58,152.91,154.0
05/23/17.05.2017__00:00__AM,153.8,154.9,153.31,154.9
05/24/17.05.2017__00:00__AM,153.34,154.17,152.67,153.84
05/25/17.05.2017__00:00__AM,153.87,154.35,153.03,153.73
05/26/17.05.2017__00:00__AM,153.61,154.24,153.31,154.0
05/30/17.05.2017__00:00__AM,153.67,154.43,153.33,153.42
05/31/17.05.2017__00:00__AM,152.76,154.17,152.38,153.97
06/01/17.06.2017__00:00__AM,153.18,153.33,152.22,153.17
06/02/17.06.2017__00:00__AM,155.45,155.45,152.89,153.58
06/05/17.06.2017__00:00__AM,153.93,154.45,153.46,154.34
06/06/17.06.2017__00:00__AM,154.45,155.81,153.78,153.9
06/07/17.06.2017__00:00__AM,155.37,155.98,154.48,155.02
06/08/17.06.2017__00:00__AM,154.99,155.54,154.4,155.25
06/09/17.06.2017__00:00__AM,148.98,155.19,146.02,155.19
06/12/17.06.2017__00:00__AM,145.42,146.09,142.51,145.74
06/13/17.06.2017__00:00__AM,146.59,147.45,145.15,147.16
06/14/17.06.2017__00:00__AM,145.16,147.5,143.84,147.5
06/15/17.06.2017__00:00__AM,144.29,144.4798,142.21,143.32
06/16/17.06.2017__00:00__AM,142.27,144.5,142.2,143.78
06/19/17.06.2017__00:00__AM,146.34,146.74,143.66,143.66
06/20/17.06.2017__00:00__AM,145.01,146.87,144.94,146.87
06/21/17.06.2017__00:00__AM,145.87,146.0693,144.61,145.52
06/22/17.06.2017__00:00__AM,145.63,146.7,145.1199,145.77
06/23/17.06.2017__00:00__AM,146.28,147.16,145.11,145.13
06/26/17.06.2017__00:00__AM,145.82,148.28,145.38,147.17
06/27/17.06.2017__00:00__AM,143.73,146.16,143.62,145.01
06/28/17.06.2017__00:00__AM,145.83,146.11,143.1601,144.49
06/29/17.06.2017__00:00__AM,143.68,145.13,142.28,144.71
06/30/17.06.2017__00:00__AM,144.02,144.96,143.78,144.45
07/03/17.07.2017__00:00__AM,143.5,145.3,143.1,144.88
07/05/17.07.2017__00:00__AM,144.09,144.79,142.7237,143.69
07/06/17.07.2017__00:00__AM,142.73,143.5,142.41,143.02
07/07/17.07.2017__00:00__AM,144.18,144.75,142.9,142.9
07/10/17.07.2017__00:00__AM,145.06,145.95,143.37,144.11
07/11/17.07.2017__00:00__AM,145.53,145.85,144.38,144.73
07/12/17.07.2017__00:00__AM,145.74,146.18,144.82,145.87
07/13/17.07.2017__00:00__AM,147.77,148.49,145.44,145.5
07/14/17.07.2017__00:00__AM,149.04,149.33,147.33,147.97
07/17/17.07.2017__00:00__AM,149.56,150.9,148.57,148.82
07/18/17.07.2017__00:00__AM,150.08,150.13,148.67,149.2
07/19/17.07.2017__00:00__AM,151.02,151.42,149.95,150.48
07/20/17.07.2017__00:00__AM,150.34,151.74,150.19,151.5
07/21/17.07.2017__00:00__AM,150.27,150.44,148.88,149.99
07/24/17.07.2017__00:00__AM,152.09,152.44,149.9,150.58
07/25/17.07.2017__00:00__AM,152.74,153.84,151.8,151.8
07/26/17.07.2017__00:00__AM,153.46,153.93,153.06,153.35
07/27/17.07.2017__00:00__AM,150.56,153.99,147.3,153.75
07/28/17.07.2017__00:00__AM,149.5,150.23,149.19,149.89
07/31/17.07.2017__00:00__AM,148.73,150.33,148.13,149.9
08/01/17.08.2017__00:00__AM,150.05,150.22,148.41,149.1
08/02/17.08.2017__00:00__AM,157.14,159.75,156.16,159.28
08/03/17.08.2017__00:00__AM,155.57,157.21,155.02,157.05
08/04/17.08.2017__00:00__AM,156.39,157.4,155.69,156.07
08/07/17.08.2017__00:00__AM,158.81,158.92,156.6701,157.06
08/08/17.08.2017__00:00__AM,160.08,161.83,158.27,158.6
08/09/17.08.2017__00:00__AM,161.06,161.27,159.11,159.26
08/10/17.08.2017__00:00__AM,155.32,160.0,154.63,159.9
08/11/17.08.2017__00:00__AM,157.48,158.5728,156.07,156.6
08/14/17.08.2017__00:00__AM,159.85,160.21,158.75,159.32
08/15/17.08.2017__00:00__AM,161.6,162.195,160.14,160.66
08/16/17.08.2017__00:00__AM,160.95,162.51,160.15,161.94
08/17/17.08.2017__00:00__AM,157.86,160.71,157.84,160.52
08/18/17.08.2017__00:00__AM,157.5,159.5,156.72,157.86
08/21/17.08.2017__00:00__AM,157.21,157.89,155.1101,157.5
08/22/17.08.2017__00:00__AM,159.78,160.0,158.02,158.23
08/23/17.08.2017__00:00__AM,159.98,160.47,158.88,159.07
08/24/17.08.2017__00:00__AM,159.27,160.74,158.55,160.43
08/25/17.08.2017__00:00__AM,159.86,160.56,159.27,159.65
08/28/17.08.2017__00:00__AM,161.47,162.0,159.93,160.14
08/29/17.08.2017__00:00__AM,162.91,163.12,160.0,160.1
08/30/17.08.2017__00:00__AM,163.35,163.89,162.61,163.8
08/31/17.08.2017__00:00__AM,164.0,164.52,163.48,163.64
09/01/17.09.2017__00:00__AM,164.05,164.94,163.63,164.8
09/05/17.09.2017__00:00__AM,162.08,164.25,160.56,163.75
09/06/17.09.2017__00:00__AM,161.91,162.99,160.52,162.71
09/07/17.09.2017__00:00__AM,161.26,162.24,160.36,162.09
09/08/17.09.2017__00:00__AM,158.63,161.15,158.53,160.86
09/11/17.09.2017__00:00__AM,161.5,162.05,159.89,160.5
09/12/17.09.2017__00:00__AM,160.86,163.96,158.77,162.61
09/13/17.09.2017__00:00__AM,159.65,159.96,157.91,159.87
09/14/17.09.2017__00:00__AM,158.28,159.4,158.09,158.99
09/15/17.09.2017__00:00__AM,159.88,160.97,158.0,158.47
09/18/17.09.2017__00:00__AM,158.67,160.5,157.995,160.11
09/19/17.09.2017__00:00__AM,158.73,159.77,158.44,159.51
09/20/17.09.2017__00:00__AM,156.07,158.26,153.83,157.9
09/21/17.09.2017__00:00__AM,153.39,155.8,152.75,155.8
09/22/17.09.2017__00:00__AM,151.89,152.27,150.56,152.02
09/25/17.09.2017__00:00__AM,150.55,151.83,149.16,149.99
09/26/17.09.2017__00:00__AM,153.14,153.92,151.69,151.78
09/27/17.09.2017__00:00__AM,154.23,154.7189,153.54,153.8
09/28/17.09.2017__00:00__AM,153.28,154.28,152.7,153.89
09/29/17.09.2017__00:00__AM,154.12,154.13,152.0,153.21
10/02/17.10.2017__00:00__AM,153.81,154.45,152.72,154.26
10/03/17.10.2017__00:00__AM,154.48,155.09,153.91,154.01
10/04/17.10.2017__00:00__AM,153.48,153.86,152.46,153.63
10/05/17.10.2017__00:00__AM,155.39,155.44,154.05,154.18
10/06/17.10.2017__00:00__AM,155.3,155.49,154.56,154.97
10/09/17.10.2017__00:00__AM,155.84,156.73,155.485,155.81
10/10/17.10.2017__00:00__AM,155.9,158.0,155.1,156.055
10/11/17.10.2017__00:00__AM,156.55,156.98,155.75,155.97
10/12/17.10.2017__00:00__AM,156.0,157.37,155.7299,156.35
10/13/17.10.2017__00:00__AM,156.99,157.28,156.41,156.73
10/16/17.10.2017__00:00__AM,159.88,160.0,157.65,157.9
10/17/17.10.2017__00:00__AM,160.47,160.87,159.23,159.78
10/18/17.10.2017__00:00__AM,159.76,160.71,159.6,160.42
10/19/17.10.2017__00:00__AM,155.98,157.08,155.02,156.75
10/20/17.10.2017__00:00__AM,156.25,157.75,155.96,156.61
10/23/17.10.2017__00:00__AM,156.17,157.69,155.5,156.89
10/24/17.10.2017__00:00__AM,157.1,157.42,156.2,156.29
10/25/17.10.2017__00:00__AM,156.41,157.55,155.27,156.91
10/26/17.10.2017__00:00__AM,157.41,157.8295,156.78,157.23
10/27/17.10.2017__00:00__AM,163.05,163.6,158.7,159.29
10/30/17.10.2017__00:00__AM,166.72,168.07,163.72,163.89
10/31/17.10.2017__00:00__AM,169.04,169.6499,166.94,167.9
11/01/17.11.2017__00:00__AM,166.89,169.94,165.61,169.87
11/02/17.11.2017__00:00__AM,168.11,168.5,165.28,167.64
11/03/17.11.2017__00:00__AM,172.5,174.26,171.12,174.0
11/06/17.11.2017__00:00__AM,174.25,174.99,171.72,172.365
11/07/17.11.2017__00:00__AM,174.81,175.25,173.6,173.91
11/08/17.11.2017__00:00__AM,176.24,176.24,174.33,174.66
11/09/17.11.2017__00:00__AM,175.88,176.095,173.14,175.11
11/10/17.11.2017__00:00__AM,174.67,175.38,174.27,175.11
11/13/17.11.2017__00:00__AM,173.97,174.5,173.4,173.5
11/14/17.11.2017__00:00__AM,171.34,173.48,171.18,173.04
11/15/17.11.2017__00:00__AM,169.08,170.3197,168.38,169.97
11/16/17.11.2017__00:00__AM,171.1,171.87,170.3,171.18
11/17/17.11.2017__00:00__AM,170.15,171.39,169.64,171.04
11/20/17.11.2017__00:00__AM,169.98,170.56,169.56,170.29
11/21/17.11.2017__00:00__AM,173.14,173.7,170.78,170.78
11/22/17.11.2017__00:00__AM,174.96,175.0,173.05,173.36
11/24/17.11.2017__00:00__AM,174.97,175.5,174.6459,175.1
11/27/17.11.2017__00:00__AM,174.09,175.08,173.34,175.05
11/28/17.11.2017__00:00__AM,173.07,174.87,171.86,174.3
11/29/17.11.2017__00:00__AM,169.48,172.92,167.16,172.63
11/30/17.11.2017__00:00__AM,171.85,172.14,168.44,170.43
12/01/17.12.2017__00:00__AM,171.05,171.67,168.5,169.95
12/04/17.12.2017__00:00__AM,169.8,172.62,169.63,172.48
12/05/17.12.2017__00:00__AM,169.64,171.52,168.4,169.06
12/06/17.12.2017__00:00__AM,169.01,170.2047,166.46,167.5
12/07/17.12.2017__00:00__AM,169.32,170.44,168.91,169.03
12/08/17.12.2017__00:00__AM,169.37,171.0,168.82,170.49
12/11/17.12.2017__00:00__AM,172.67,172.89,168.79,169.2
12/12/17.12.2017__00:00__AM,171.7,172.39,171.46099999999998,172.15
12/13/17.12.2017__00:00__AM,172.27,173.54,172.0,172.5
12/14/17.12.2017__00:00__AM,172.22,173.13,171.65,172.4
12/15/17.12.2017__00:00__AM,173.97,174.17,172.46,173.63
12/18/17.12.2017__00:00__AM,176.42,177.2,174.86,174.88
12/19/17.12.2017__00:00__AM,174.54,175.39,174.09,175.03
12/20/17.12.2017__00:00__AM,174.35,175.42,173.25,174.87
12/21/17.12.2017__00:00__AM,175.01,176.02,174.1,174.17
12/22/17.12.2017__00:00__AM,175.01,175.424,174.5,174.68
12/26/17.12.2017__00:00__AM,170.57,171.47,169.679,170.8
12/27/17.12.2017__00:00__AM,170.6,170.78,169.71,170.1
12/28/17.12.2017__00:00__AM,171.08,171.85,170.48,171.0
12/29/17.12.2017__00:00__AM,169.23,170.59,169.22,170.52
01/02/18.01.2018__00:00__AM,172.26,172.3,169.26,170.16
01/03/18.01.2018__00:00__AM,172.23,174.55,171.96,172.53
01/04/18.01.2018__00:00__AM,173.03,173.47,172.08,172.54
01/05/18.01.2018__00:00__AM,175.0,175.37,173.05,173.44
01/08/18.01.2018__00:00__AM,174.35,175.61,173.93,174.35
01/09/18.01.2018__00:00__AM,174.33,175.06,173.41,174.55
01/10/18.01.2018__00:00__AM,174.29,174.3,173.0,173.16
01/11/18.01.2018__00:00__AM,175.28,175.4886,174.49,174.59
01/12/18.01.2018__00:00__AM,177.09,177.36,175.65,176.18
01/16/18.01.2018__00:00__AM,176.19,179.39,176.14,177.9
01/17/18.01.2018__00:00__AM,179.1,179.25,175.07,176.15
01/18/18.01.2018__00:00__AM,179.26,180.1,178.25,179.37
01/19/18.01.2018__00:00__AM,178.46,179.58,177.41,178.61
01/22/18.01.2018__00:00__AM,177.0,177.78,176.6016,177.3
01/23/18.01.2018__00:00__AM,177.04,179.44,176.82,177.3
01/24/18.01.2018__00:00__AM,174.22,177.3,173.2,177.25
01/25/18.01.2018__00:00__AM,171.11,174.95,170.53,174.505
01/26/18.01.2018__00:00__AM,171.51,172.0,170.06,172.0
01/29/18.01.2018__00:00__AM,167.96,170.16,167.07,170.16
01/30/18.01.2018__00:00__AM,166.97,167.37,164.7,165.525
01/31/18.01.2018__00:00__AM,167.43,168.4417,166.5,166.87
02/01/18.02.2018__00:00__AM,167.78,168.62,166.76,167.165
02/02/18.02.2018__00:00__AM,160.5,166.8,160.1,166.0
02/05/18.02.2018__00:00__AM,156.49,163.88,156.0,159.1
02/06/18.02.2018__00:00__AM,163.03,163.72,154.0,154.83
02/07/18.02.2018__00:00__AM,159.54,163.4,159.0685,163.085
02/08/18.02.2018__00:00__AM,155.15,161.0,155.03,160.29
02/09/18.02.2018__00:00__AM,156.41,157.89,150.24,157.07
02/12/18.02.2018__00:00__AM,162.71,163.89,157.51,158.5
02/13/18.02.2018__00:00__AM,164.34,164.75,161.65,161.95
02/14/18.02.2018__00:00__AM,167.37,167.54,162.88,163.045
02/15/18.02.2018__00:00__AM,172.99,173.09,169.0,169.79
02/16/18.02.2018__00:00__AM,172.43,174.82,171.77,172.36
02/20/18.02.2018__00:00__AM,171.85,174.26,171.42,172.05
02/21/18.02.2018__00:00__AM,171.07,174.12,171.01,172.83
02/22/18.02.2018__00:00__AM,172.5,173.95,171.71,171.8
02/23/18.02.2018__00:00__AM,175.5,175.65,173.54,173.67
02/26/18.02.2018__00:00__AM,178.97,179.39,176.21,176.35
02/27/18.02.2018__00:00__AM,178.39,180.48,178.16,179.1
02/28/18.02.2018__00:00__AM,178.12,180.615,178.05,179.26
03/01/18.03.2018__00:00__AM,175.0,179.775,172.66,178.54
03/02/18.03.2018__00:00__AM,176.21,176.3,172.45,172.8
03/05/18.03.2018__00:00__AM,176.82,177.74,174.52,175.21
03/06/18.03.2018__00:00__AM,176.67,178.25,176.13,177.91
03/07/18.03.2018__00:00__AM,175.03,175.85,174.27,174.94
03/08/18.03.2018__00:00__AM,176.94,177.12,175.07,175.48
03/09/18.03.2018__00:00__AM,179.98,180.0,177.39,177.96
03/12/18.03.2018__00:00__AM,181.72,182.39,180.21,180.29
03/13/18.03.2018__00:00__AM,179.97,183.5,179.24,182.59
03/14/18.03.2018__00:00__AM,178.44,180.52,177.81,180.32
03/15/18.03.2018__00:00__AM,178.65,180.24,178.0701,178.5
03/16/18.03.2018__00:00__AM,178.02,179.12,177.62,178.65
03/19/18.03.2018__00:00__AM,175.3,177.47,173.66,177.32
03/20/18.03.2018__00:00__AM,175.24,176.8,174.94,175.24
03/21/18.03.2018__00:00__AM,171.27,175.09,171.26,175.04
03/22/18.03.2018__00:00__AM,168.85,172.68,168.6,170.0
03/23/18.03.2018__00:00__AM,164.94,169.92,164.94,168.39
03/26/18.03.2018__00:00__AM,172.77,173.1,166.44,168.07
03/27/18.03.2018__00:00__AM,168.34,175.15,166.92,173.68
03/28/18.03.2018__00:00__AM,166.48,170.02,165.19,167.25
03/29/18.03.2018__00:00__AM,167.78,171.75,166.9,167.805
04/02/18.04.2018__00:00__AM,166.68,168.94,164.47,167.88
04/03/18.04.2018__00:00__AM,168.39,168.7455,164.88,167.64
04/04/18.04.2018__00:00__AM,171.61,172.01,164.77,164.88
04/05/18.04.2018__00:00__AM,172.8,174.2304,172.08,172.58
04/06/18.04.2018__00:00__AM,168.38,172.48,168.2,170.97
04/09/18.04.2018__00:00__AM,170.05,173.09,169.845,169.88
04/10/18.04.2018__00:00__AM,173.25,174.0,171.53,173.0
04/11/18.04.2018__00:00__AM,172.44,173.9232,171.7,172.23
04/12/18.04.2018__00:00__AM,174.14,175.0,173.04,173.41
04/13/18.04.2018__00:00__AM,174.73,175.84,173.85,174.78
04/16/18.04.2018__00:00__AM,175.82,176.19,174.8301,175.0301
04/17/18.04.2018__00:00__AM,178.24,178.9365,176.41,176.49
04/18/18.04.2018__00:00__AM,177.84,178.82,176.88,177.81
04/19/18.04.2018__00:00__AM,172.8,175.39,172.66,174.95
04/20/18.04.2018__00:00__AM,165.72,171.2184,165.43,170.595
04/23/18.04.2018__00:00__AM,165.24,166.92,164.09,166.8348
04/24/18.04.2018__00:00__AM,162.94,166.33,161.2201,165.67
04/25/18.04.2018__00:00__AM,163.65,165.42,162.41,162.62
04/26/18.04.2018__00:00__AM,164.22,165.73,163.37,164.12
04/27/18.04.2018__00:00__AM,162.32,164.33,160.63,164.0
04/30/18.04.2018__00:00__AM,165.26,167.26,161.84,162.1302
05/01/18.05.2018__00:00__AM,169.1,169.2,165.27,166.4102
05/02/18.05.2018__00:00__AM,176.57,177.75,173.8,175.225
05/03/18.05.2018__00:00__AM,176.89,177.5,174.4411,175.88
05/04/18.05.2018__00:00__AM,183.83,184.25,178.17,178.25
05/07/18.05.2018__00:00__AM,185.16,187.67,184.75,185.18
05/08/18.05.2018__00:00__AM,186.05,186.22,183.665,184.99
05/09/18.05.2018__00:00__AM,187.36,187.4,185.22,186.55
05/10/18.05.2018__00:00__AM,190.04,190.37,187.65,187.74
05/11/18.05.2018__00:00__AM,188.59,190.06,187.45,189.49
05/14/18.05.2018__00:00__AM,188.15,189.53,187.86,189.01
05/15/18.05.2018__00:00__AM,186.44,187.07,185.1,186.78
05/16/18.05.2018__00:00__AM,188.18,188.46,186.0,186.07
05/17/18.05.2018__00:00__AM,186.99,188.91,186.36,188.0
05/18/18.05.2018__00:00__AM,186.31,187.8102,186.13,187.19
05/21/18.05.2018__00:00__AM,187.63,189.27,186.9106,188.0
05/22/18.05.2018__00:00__AM,187.16,188.88,186.78,188.375
05/23/18.05.2018__00:00__AM,188.36,188.5,185.76,186.35
05/24/18.05.2018__00:00__AM,188.15,188.84,186.21,188.77
05/25/18.05.2018__00:00__AM,188.58,189.65,187.65,188.23
05/29/18.05.2018__00:00__AM,187.9,188.75,186.87,187.6
05/30/18.05.2018__00:00__AM,187.5,188.0,186.78,187.72
05/31/18.05.2018__00:00__AM,186.87,188.23,186.14,187.22
06/01/18.06.2018__00:00__AM,190.24,190.26,187.75,187.9912
06/04/18.06.2018__00:00__AM,191.83,193.42,191.35,191.635
06/05/18.06.2018__00:00__AM,193.31,193.94,192.36,193.065
06/06/18.06.2018__00:00__AM,193.98,194.08,191.92,193.63
06/07/18.06.2018__00:00__AM,193.46,194.2,192.335,194.14
06/08/18.06.2018__00:00__AM,191.7,192.0,189.77,191.17
06/11/18.06.2018__00:00__AM,191.23,191.97,190.21,191.35
06/12/18.06.2018__00:00__AM,192.28,192.611,191.15,191.385
06/13/18.06.2018__00:00__AM,190.7,192.88,190.44,192.42
06/14/18.06.2018__00:00__AM,190.8,191.57,190.22,191.55
06/15/18.06.2018__00:00__AM,188.84,190.16,188.26,190.03
06/18/18.06.2018__00:00__AM,188.74,189.22,187.2,187.88
06/19/18.06.2018__00:00__AM,185.69,186.33,183.45,185.14
06/20/18.06.2018__00:00__AM,186.5,187.2,185.73,186.35
06/21/18.06.2018__00:00__AM,185.46,188.35,184.94,187.25
06/22/18.06.2018__00:00__AM,184.92,186.15,184.7,186.12
06/25/18.06.2018__00:00__AM,182.17,184.92,180.73,183.4
06/26/18.06.2018__00:00__AM,184.43,186.53,182.54,182.99
06/27/18.06.2018__00:00__AM,184.16,187.28,184.03,185.2278
06/28/18.06.2018__00:00__AM,185.5,186.21,183.8,184.1
06/29/18.06.2018__00:00__AM,185.11,187.19,182.91,186.29
07/02/18.07.2018__00:00__AM,187.18,187.3,183.42,183.82
07/03/18.07.2018__00:00__AM,183.92,187.95,183.54,187.79
07/05/18.07.2018__00:00__AM,185.4,186.41,184.28,185.26
07/06/18.07.2018__00:00__AM,187.97,188.43400000000003,185.2,185.42
07/09/18.07.2018__00:00__AM,190.58,190.68,189.3,189.5
07/10/18.07.2018__00:00__AM,190.35,191.28,190.1801,190.71
07/11/18.07.2018__00:00__AM,187.88,189.7799,187.61,188.5
07/12/18.07.2018__00:00__AM,191.03,191.41,189.31,189.53
07/13/18.07.2018__00:00__AM,191.33,191.84,190.9,191.08
07/16/18.07.2018__00:00__AM,190.91,192.65,190.415,191.52
07/17/18.07.2018__00:00__AM,191.45,191.87,189.2,189.75
07/18/18.07.2018__00:00__AM,190.4,191.8,189.93,191.78
07/19/18.07.2018__00:00__AM,191.88,192.55,189.69,189.69
07/20/18.07.2018__00:00__AM,191.44,192.43,190.17,191.78
07/23/18.07.2018__00:00__AM,191.61,191.96,189.56,190.68
07/24/18.07.2018__00:00__AM,193.0,193.6601,192.05,192.45
07/25/18.07.2018__00:00__AM,194.82,194.85,192.43,193.0602
07/26/18.07.2018__00:00__AM,194.21,195.96,193.61,194.61
07/27/18.07.2018__00:00__AM,190.98,195.19,190.1,194.99
07/30/18.07.2018__00:00__AM,189.91,192.2,189.07,191.9
07/31/18.07.2018__00:00__AM,190.29,192.14,189.34,190.3
08/01/18.08.2018__00:00__AM,201.5,201.76,197.31,199.13
08/02/18.08.2018__00:00__AM,207.39,208.38,200.35,200.58
08/03/18.08.2018__00:00__AM,207.99,208.74,205.4803,207.03
08/06/18.08.2018__00:00__AM,209.07,209.25,207.07,208.0
08/07/18.08.2018__00:00__AM,207.11,209.5,206.76,209.32
08/08/18.08.2018__00:00__AM,207.25,207.81,204.52,206.05
08/09/18.08.2018__00:00__AM,208.88,209.78,207.2,207.28
08/10/18.08.2018__00:00__AM,207.53,209.1,206.67,207.36
08/13/18.08.2018__00:00__AM,208.87,210.952,207.7,207.7
08/14/18.08.2018__00:00__AM,209.75,210.56,208.26,210.155
08/15/18.08.2018__00:00__AM,210.24,210.74,208.33,209.22
08/16/18.08.2018__00:00__AM,213.32,213.8121,211.47,211.75
08/17/18.08.2018__00:00__AM,217.58,217.95,213.16,213.44
08/20/18.08.2018__00:00__AM,215.46,219.18,215.11,218.1
08/21/18.08.2018__00:00__AM,215.04,217.19,214.025,216.8
08/22/18.08.2018__00:00__AM,215.05,216.36,213.84,214.1
